Item Name,Item URL,Item Price,Rating,Number of Reviews
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1685030894&sprefix=ba%2Caps%2C283&sr=8-74,699,4.0 out of 5 stars,"4,022"
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_75?crid=2M096C61O4MLT&keywords=bags&qid=1685030894&sprefix=ba%2Caps%2C283&sr=8-75,325,4.2 out of 5 stars,"1,024"
Kore Regular Gym Bag,https://www.amazon.in/Kore-K-REGULAR-GYM-BAG-Regular-Gym-Bag/dp/B09VLK27NF/ref=sr_1_76?crid=2M096C61O4MLT&keywords=bags&qid=1685030894&sprefix=ba%2Caps%2C283&sr=8-76,59,2.6 out of 5 stars,"1,740"
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1685030894&sprefix=ba%2Caps%2C283&sr=8-77,225,3.7 out of 5 stars,"3,097"
"Artistix Talon Anti Theft Design Laptop Backpack, With USB Charging Port (46 Cm, 25L,Black)",https://www.amazon.in/Artistix-Backpack-Anti-Theft-Charging-Resistance/dp/B082PKX18C/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1685030894&sprefix=ba%2Caps%2C283&sr=8-78,999,4.3 out of 5 stars,"3,279"
"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1685030894&sprefix=ba%2Caps%2C283&sr=8-79,599,3.8 out of 5 stars,811
"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)",https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1685030894&sprefix=ba%2Caps%2C283&sr=8-80,999,4.2 out of 5 stars,"1,308"
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-81,225,3.7 out of 5 stars,"3,097"
"DYAZO Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",https://www.amazon.in/Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-82,599,4.5 out of 5 stars,201
"Nivia 5227 Pulse Junior Bag, Others (Orange) (Sky Blue)",https://www.amazon.in/Nivia-5227-Pulse-Junior-Others/dp/B08D7QG33Z/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-83,294,3.7 out of 5 stars,180
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-84,"1,797",4.3 out of 5 stars,"3,289"
"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)",https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-85,999,4.2 out of 5 stars,"1,308"
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Teal),https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPVD964/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-86,499,3.9 out of 5 stars,801
"Golden Wolf Laptop Bag Anti-theft Backpack with Lock College School Laptop Backpack with Rain Cover Water Resistant Business Backpack with USB Port for 15.6-inch Laptop Office Travel Bag for Men and Women Gifts, Dark Grey",https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-87,"1,946",4.4 out of 5 stars,"3,364"
"SHALIMAR large capacity Travel bag / Storage bag / Move-in bags/ Duffel Bag - Strong, Durable , Foldable and Water Resistant ( Pack of 1 ) ( Blue )",https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-88,259,4.0 out of 5 stars,396
American Tourister Casual Backpack,https://www.amazon.in/American-Tourister-AMT-SCH-BAG02/dp/B07CGLDV2C/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-89,"1,249",4.1 out of 5 stars,"15,011"
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Nevy Blue,https://www.amazon.in/DZert-Girls-Polyester-White-Backpack/dp/B07H1BPCGQ/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-90,339,3.8 out of 5 stars,"2,401"
ASTRID Blue Diamond Textured Cotton Tote Bag,https://www.amazon.in/ASTRID-Blue-Diamond-Textured-Cotton/dp/B08W5DQ33D/ref=sr_1_91?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-91,599,4.3 out of 5 stars,130
Half Moon Strike 35L Unisex Spacious School/Laptop/College/Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_92?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-92,649,3.8 out of 5 stars,465
Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,https://www.amazon.in/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-93,499,3.7 out of 5 stars,40
Arctic Hunter Backpack Premium Business Backpack for Men Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Padded College Backpack for Men,https://www.amazon.in/Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-94,"5,699",4.3 out of 5 stars,98
"Amazon Basics - Laptop Backpack/College Bag/Travel Bag for 15.6-inch Laptop, Water-Resistant, Casual",https://www.amazon.in/Amazon-Basics-Professional-Backpack-15-inch-Laptop/dp/B09W4WB3K5/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-95,"1,669",3.7 out of 5 stars,18
Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1685030900&sprefix=ba%2Caps%2C283&sr=8-96,789,4.1 out of 5 stars,"4,250"
"WILD MODA Women's Shoulder Bag, Set of 1",https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1685030905&sprefix=ba%2Caps%2C283&sr=8-97,849,4.2 out of 5 stars,"3,805"
"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1685030905&sprefix=ba%2Caps%2C283&sr=8-98,599,3.8 out of 5 stars,811
"Nivia 5227 Pulse Junior Bag, Others (Orange) (Sky Blue)",https://www.amazon.in/Nivia-5227-Pulse-Junior-Others/dp/B08D7QG33Z/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1685030905&sprefix=ba%2Caps%2C283&sr=8-99,294,3.7 out of 5 stars,180
